ID;age;job;marital;education;default;housing;loan;contact;month;day_of_week;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
29972;56;self-employed;married;university.degree;no;no;no;cellular;apr;tue;2;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;yes
1127;34;services;married;high.school;no;no;no;telephone;may;wed;5;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
15104;59;retired;single;high.school;no;yes;no;cellular;jul;thu;2;999;0;nonexistent;1.4;93.918;-42.7;4.958;5228.1;no
37645;34;admin.;single;university.degree;no;yes;no;telephone;aug;tue;1;999;0;nonexistent;-2.9;92.201;-31.4;0.859;5076.2;yes
17982;38;admin.;married;university.degree;no;yes;no;cellular;jul;tue;30;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1;no
30119;47;services;married;high.school;no;yes;no;cellular;apr;wed;2;999;0;nonexistent;-1.8;93.075;-47.1;1.372;5099.1;yes
878;28;unknown;single;basic.9y;unknown;yes;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
15465;31;admin.;single;university.degree;no;yes;yes;cellular;jul;fri;1;999;0;nonexistent;1.4;93.918;-42.7;4.957;5228.1;no
14207;50;blue-collar;married;unknown;unknown;yes;no;telephone;jul;mon;12;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
38700;81;unknown;divorced;unknown;unknown;yes;no;cellular;nov;mon;1;999;1;failure;-3.4;92.649;-30.1;0.715;5017.5;yes
36579;35;admin.;married;university.degree;no;no;no;cellular;jun;thu;3;999;0;nonexistent;-2.9;92.963;-40.8;1.26;5076.2;yes
36975;32;self-employed;single;university.degree;no;no;no;cellular;jul;thu;2;999;0;nonexistent;-2.9;92.469;-33.6;1.072;5076.2;yes
41005;63;unknown;married;professional.course;no;no;no;cellular;oct;thu;1;6;1;success;-1.1;94.601;-49.5;1.025;4963.6;no
8913;39;entrepreneur;single;basic.6y;no;no;no;telephone;jun;thu;2;999;0;nonexistent;1.4;94.465;-41.8;4.866;5228.1;yes
14582;26;admin.;married;basic.9y;no;no;no;cellular;jul;tue;2;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1;yes
31880;37;management;married;university.degree;unknown;no;yes;cellular;may;thu;1;999;0;nonexistent;-1.8;92.893;-46.2;1.327;5099.1;no
21515;33;admin.;single;high.school;no;yes;no;cellular;aug;tue;1;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no
29076;43;admin.;divorced;university.degree;no;yes;no;cellular;apr;fri;3;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;yes
7616;29;blue-collar;married;high.school;no;yes;yes;telephone;may;fri;3;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191;no
18068;50;admin.;married;university.degree;no;yes;no;cellular;jul;wed;1;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1;no
15322;30;blue-collar;married;basic.6y;unknown;yes;no;cellular;jul;fri;4;999;0;nonexistent;1.4;93.918;-42.7;4.957;5228.1;no
36895;39;student;single;unknown;no;yes;no;cellular;jun;fri;3;999;0;nonexistent;-2.9;92.963;-40.8;1.224;5076.2;yes
6982;34;services;married;high.school;no;no;no;telephone;may;thu;2;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191;yes
41162;60;blue-collar;married;basic.4y;no;yes;no;cellular;nov;tue;2;4;1;success;-1.1;94.767;-50.8;1.035;4963.6;no
26254;32;admin.;single;high.school;no;yes;no;cellular;nov;thu;1;999;0;nonexistent;-0.1;93.2;-42;4.076;5195.8;no
5152;39;admin.;married;high.school;no;yes;yes;telephone;may;fri;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
13269;31;blue-collar;married;basic.9y;no;yes;no;cellular;jul;wed;1;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;yes
35487;29;services;married;high.school;no;yes;no;telephone;may;mon;6;999;1;failure;-1.8;92.893;-46.2;1.244;5099.1;no
40962;41;admin.;single;high.school;no;no;no;cellular;oct;thu;2;999;0;nonexistent;-1.1;94.601;-49.5;0.987;4963.6;no
30152;39;services;married;high.school;no;yes;no;cellular;apr;thu;1;999;0;nonexistent;-1.8;93.075;-47.1;1.365;5099.1;no
38521;63;retired;married;high.school;no;yes;no;cellular;oct;wed;1;999;0;nonexistent;-3.4;92.431;-26.9;0.724;5017.5;yes
4008;41;blue-collar;married;basic.9y;no;no;no;telephone;may;mon;1;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191;no
37045;42;admin.;single;university.degree;no;no;no;cellular;jul;wed;2;999;0;nonexistent;-2.9;92.469;-33.6;1.029;5076.2;yes
19170;37;admin.;married;university.degree;no;yes;yes;cellular;aug;tue;2;999;0;nonexistent;1.4;93.444;-36.1;4.968;5228.1;no
19011;52;admin.;married;unknown;no;yes;no;cellular;aug;tue;1;999;0;nonexistent;1.4;93.444;-36.1;4.968;5228.1;yes
39626;22;student;single;unknown;no;yes;no;cellular;may;mon;2;3;2;success;-1.8;93.876;-40;0.682;5008.7;yes
11361;46;admin.;divorced;university.degree;no;yes;no;telephone;jun;thu;9;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
22147;31;admin.;single;university.degree;no;no;yes;cellular;aug;thu;1;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no
37550;35;technician;married;professional.course;no;yes;no;cellular;aug;fri;1;999;0;nonexistent;-2.9;92.201;-31.4;0.869;5076.2;yes
38291;37;blue-collar;single;professional.course;no;no;no;cellular;oct;wed;3;999;0;nonexistent;-3.4;92.431;-26.9;0.742;5017.5;no
25040;31;services;divorced;professional.course;no;no;no;cellular;nov;tue;1;999;1;failure;-0.1;93.2;-42;4.153;5195.8;no
3875;31;admin.;single;university.degree;no;no;no;telephone;may;fri;2;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191;no
24621;31;housemaid;married;high.school;unknown;no;no;cellular;nov;mon;2;999;0;nonexistent;-0.1;93.2;-42;4.191;5195.8;no
40945;54;admin.;married;high.school;no;no;no;cellular;oct;wed;2;6;2;success;-1.1;94.601;-49.5;0.985;4963.6;yes
31705;38;admin.;married;high.school;no;yes;yes;cellular;may;thu;1;999;0;nonexistent;-1.8;92.893;-46.2;1.327;5099.1;yes
11140;52;management;divorced;university.degree;no;no;no;telephone;jun;thu;1;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
38483;55;unemployed;married;basic.9y;no;no;no;cellular;oct;tue;1;999;0;nonexistent;-3.4;92.431;-26.9;0.728;5017.5;yes
38937;27;technician;single;university.degree;no;no;yes;cellular;nov;wed;1;999;0;nonexistent;-3.4;92.649;-30.1;0.716;5017.5;yes
7266;42;admin.;single;university.degree;unknown;yes;no;telephone;may;thu;2;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191;yes
25454;49;management;divorced;university.degree;no;no;no;cellular;nov;wed;2;6;1;success;-0.1;93.2;-42;4.12;5195.8;no
12765;60;admin.;married;high.school;unknown;yes;no;cellular;jul;tue;1;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
9447;40;services;divorced;high.school;no;yes;no;telephone;jun;fri;3;999;0;nonexistent;1.4;94.465;-41.8;4.967;5228.1;yes
9328;55;admin.;married;high.school;no;unknown;unknown;telephone;jun;fri;1;999;0;nonexistent;1.4;94.465;-41.8;4.967;5228.1;no
39112;40;self-employed;married;university.degree;no;no;yes;cellular;dec;mon;1;999;0;nonexistent;-3;92.713;-33;0.706;5023.5;yes
4001;45;admin.;married;university.degree;no;no;no;telephone;may;mon;1;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191;no
22979;44;admin.;married;university.degree;no;no;no;cellular;aug;mon;5;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
9628;33;management;married;high.school;no;no;yes;telephone;jun;mon;1;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
37149;46;unknown;married;unknown;no;no;yes;cellular;aug;wed;2;999;0;nonexistent;-2.9;92.201;-31.4;0.884;5076.2;no
40424;27;admin.;single;university.degree;no;yes;no;cellular;aug;fri;2;999;0;nonexistent;-1.7;94.027;-38.3;0.905;4991.6;yes
30096;27;admin.;single;university.degree;no;yes;no;cellular;apr;mon;1;999;0;nonexistent;-1.8;93.075;-47.1;1.392;5099.1;yes
23254;33;admin.;single;university.degree;no;yes;no;cellular;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
11630;31;admin.;single;university.degree;no;no;no;telephone;jun;fri;29;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no
30593;21;student;single;unknown;no;no;no;cellular;may;mon;5;999;0;nonexistent;-1.8;92.893;-46.2;1.354;5099.1;yes
38996;49;housemaid;single;university.degree;no;yes;no;cellular;dec;mon;2;6;1;success;-3;92.713;-33;0.717;5023.5;yes
40770;36;technician;married;university.degree;no;yes;no;cellular;sep;fri;1;999;1;failure;-1.1;94.199;-37.5;0.879;4963.6;yes
32315;49;blue-collar;married;basic.4y;no;yes;no;cellular;may;fri;1;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
17548;56;services;divorced;university.degree;no;yes;no;cellular;jul;mon;5;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
38748;20;student;single;high.school;no;no;no;cellular;nov;wed;2;3;3;success;-3.4;92.649;-30.1;0.715;5017.5;yes
24608;50;technician;married;basic.9y;no;yes;no;telephone;nov;mon;2;999;0;nonexistent;-0.1;93.2;-42;4.191;5195.8;no
17298;48;admin.;single;high.school;no;yes;no;cellular;jul;fri;5;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
10936;24;blue-collar;single;basic.4y;no;no;no;telephone;jun;wed;1;999;0;nonexistent;1.4;94.465;-41.8;4.962;5228.1;yes
40287;26;technician;single;professional.course;no;no;no;cellular;jul;thu;3;999;2;failure;-1.7;94.215;-40.3;0.899;4991.6;yes
27572;50;services;single;high.school;no;yes;no;cellular;nov;fri;2;999;0;nonexistent;-0.1;93.2;-42;4.021;5195.8;no
38644;56;housemaid;divorced;professional.course;no;yes;no;cellular;nov;tue;1;7;2;failure;-3.4;92.649;-30.1;0.72;5017.5;yes
36350;33;admin.;married;university.degree;no;yes;no;cellular;jun;tue;1;999;0;nonexistent;-2.9;92.963;-40.8;1.262;5076.2;yes
36109;41;blue-collar;married;basic.9y;no;yes;no;cellular;may;tue;1;999;0;nonexistent;-1.8;92.893;-46.2;1.266;5099.1;yes
15222;24;services;single;basic.9y;unknown;yes;no;cellular;jul;thu;1;999;0;nonexistent;1.4;93.918;-42.7;4.958;5228.1;no
39040;63;technician;married;unknown;no;yes;no;cellular;dec;mon;2;999;1;failure;-3;92.713;-33;0.715;5023.5;yes
27506;57;admin.;married;high.school;no;yes;no;cellular;nov;fri;2;999;0;nonexistent;-0.1;93.2;-42;4.021;5195.8;no
26166;34;management;single;high.school;no;yes;yes;cellular;nov;wed;2;6;1;success;-0.1;93.2;-42;4.12;5195.8;no
24065;33;admin.;married;university.degree;no;no;no;telephone;nov;mon;1;999;0;nonexistent;-0.1;93.2;-42;4.733;5195.8;no
40409;41;admin.;divorced;high.school;no;yes;yes;cellular;aug;thu;3;999;0;nonexistent;-1.7;94.027;-38.3;0.904;4991.6;no
20326;58;retired;married;professional.course;unknown;no;yes;cellular;aug;mon;5;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
4640;35;technician;married;university.degree;no;no;no;telephone;may;wed;6;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191;no
37952;76;management;married;unknown;no;no;no;cellular;sep;fri;1;999;0;nonexistent;-3.4;92.379;-29.8;0.803;5017.5;yes
35969;42;technician;married;professional.course;no;no;no;cellular;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.264;5099.1;yes
28366;52;admin.;married;high.school;no;no;no;cellular;apr;thu;2;999;0;nonexistent;-1.8;93.075;-47.1;1.435;5099.1;no
40870;35;technician;married;professional.course;no;yes;yes;cellular;oct;wed;1;9;2;failure;-1.1;94.601;-49.5;0.959;4963.6;yes
24855;36;technician;divorced;high.school;no;no;no;cellular;nov;tue;1;999;0;nonexistent;-0.1;93.2;-42;4.153;5195.8;no
19472;38;admin.;married;university.degree;no;no;no;cellular;aug;thu;1;999;0;nonexistent;1.4;93.444;-36.1;4.968;5228.1;yes
20290;46;admin.;married;university.degree;no;no;no;cellular;aug;mon;5;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
3422;32;blue-collar;married;basic.9y;no;unknown;unknown;telephone;may;thu;4;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191;no
35352;25;blue-collar;single;basic.9y;no;yes;no;cellular;may;fri;3;999;1;failure;-1.8;92.893;-46.2;1.25;5099.1;yes
11046;28;management;married;university.degree;no;no;no;telephone;jun;wed;2;999;0;nonexistent;1.4;94.465;-41.8;4.962;5228.1;yes
1655;35;blue-collar;married;professional.course;no;yes;yes;telephone;may;fri;1;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191;yes
6040;45;blue-collar;married;basic.4y;unknown;yes;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
38617;37;blue-collar;single;high.school;no;yes;no;cellular;nov;mon;1;999;0;nonexistent;-3.4;92.649;-30.1;0.722;5017.5;no
34675;40;admin.;divorced;basic.9y;no;yes;no;cellular;may;thu;2;999;0;nonexistent;-1.8;92.893;-46.2;1.266;5099.1;yes
537;33;blue-collar;single;basic.4y;unknown;no;no;telephone;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
23983;33;admin.;married;university.degree;no;no;no;cellular;aug;fri;5;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no
37678;62;unemployed;married;high.school;no;yes;no;cellular;aug;wed;1;999;1;failure;-2.9;92.201;-31.4;0.854;5076.2;no
25654;33;services;married;high.school;no;yes;no;cellular;nov;wed;2;999;0;nonexistent;-0.1;93.2;-42;4.12;5195.8;yes
40144;34;services;married;basic.9y;no;no;no;cellular;jul;wed;1;999;0;nonexistent;-1.7;94.215;-40.3;0.84;4991.6;yes
36353;32;admin.;married;university.degree;no;no;no;cellular;jun;tue;1;999;0;nonexistent;-2.9;92.963;-40.8;1.262;5076.2;yes
37957;28;student;single;high.school;no;no;no;cellular;sep;fri;2;999;0;nonexistent;-3.4;92.379;-29.8;0.803;5017.5;yes
31816;39;blue-collar;married;basic.6y;no;yes;no;cellular;may;thu;1;999;0;nonexistent;-1.8;92.893;-46.2;1.327;5099.1;yes
9429;31;entrepreneur;married;high.school;no;yes;no;telephone;jun;fri;3;999;0;nonexistent;1.4;94.465;-41.8;4.967;5228.1;no
30458;30;management;single;university.degree;no;yes;yes;cellular;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.354;5099.1;yes
32469;35;services;married;high.school;no;yes;no;cellular;may;fri;4;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
27782;31;blue-collar;single;high.school;no;yes;no;cellular;mar;tue;1;999;0;nonexistent;-1.8;92.843;-50;1.687;5099.1;yes
27955;32;admin.;married;university.degree;no;yes;no;cellular;mar;mon;1;999;0;nonexistent;-1.8;92.843;-50;1.52;5099.1;yes
5579;49;technician;married;professional.course;no;yes;no;telephone;may;mon;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
21226;41;technician;married;high.school;no;no;no;cellular;aug;mon;2;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;yes
37730;51;management;married;high.school;no;yes;yes;cellular;aug;fri;4;999;0;nonexistent;-2.9;92.201;-31.4;0.849;5076.2;yes
16010;31;blue-collar;married;professional.course;no;yes;no;cellular;jul;tue;1;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1;no
17777;38;services;married;high.school;no;yes;no;cellular;jul;tue;1;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1;no
39501;41;admin.;married;university.degree;no;yes;no;cellular;apr;fri;1;999;0;nonexistent;-1.8;93.749;-34.6;0.645;5008.7;yes
21869;57;housemaid;married;basic.4y;no;yes;no;cellular;aug;wed;1;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
39745;36;admin.;married;university.degree;no;yes;yes;cellular;may;thu;1;6;2;success;-1.8;93.876;-40;0.699;5008.7;yes
4771;45;blue-collar;married;basic.9y;no;no;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191;no
19577;59;retired;married;high.school;no;unknown;unknown;telephone;aug;thu;2;999;0;nonexistent;1.4;93.444;-36.1;4.968;5228.1;no
17746;47;services;divorced;professional.course;no;no;no;cellular;jul;tue;1;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1;no
5399;28;services;single;high.school;no;yes;yes;telephone;may;fri;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
40553;64;retired;married;professional.course;no;yes;no;cellular;sep;wed;2;999;0;nonexistent;-1.1;94.199;-37.5;0.886;4963.6;yes
36369;25;admin.;single;university.degree;no;no;no;cellular;jun;tue;1;999;0;nonexistent;-2.9;92.963;-40.8;1.262;5076.2;yes
9214;41;unknown;married;basic.6y;no;no;yes;telephone;jun;fri;4;999;0;nonexistent;1.4;94.465;-41.8;4.967;5228.1;no
24047;31;blue-collar;married;basic.6y;no;yes;no;telephone;oct;tue;1;999;0;nonexistent;-0.1;93.798;-40.4;4.86;5195.8;yes
33129;32;management;single;professional.course;no;no;no;cellular;may;tue;2;999;0;nonexistent;-1.8;92.893;-46.2;1.291;5099.1;yes
4689;39;housemaid;married;basic.9y;no;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191;no
39702;46;admin.;married;university.degree;no;no;no;cellular;may;thu;1;999;0;nonexistent;-1.8;93.876;-40;0.692;5008.7;yes
40747;36;unemployed;single;high.school;no;yes;no;cellular;sep;thu;1;3;1;success;-1.1;94.199;-37.5;0.879;4963.6;yes
7710;38;services;married;high.school;unknown;no;no;telephone;may;fri;6;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191;no
36976;50;admin.;married;university.degree;no;yes;no;cellular;jul;thu;5;999;0;nonexistent;-2.9;92.469;-33.6;1.072;5076.2;yes
40758;33;technician;married;unknown;no;yes;yes;cellular;sep;thu;1;9;3;failure;-1.1;94.199;-37.5;0.879;4963.6;yes
32597;35;management;single;university.degree;no;unknown;unknown;cellular;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
5806;30;admin.;married;university.degree;no;no;no;telephone;may;mon;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
19501;35;technician;single;university.degree;no;yes;yes;cellular;aug;thu;1;999;0;nonexistent;1.4;93.444;-36.1;4.968;5228.1;no
19145;36;self-employed;married;basic.9y;no;no;no;cellular;aug;tue;1;999;0;nonexistent;1.4;93.444;-36.1;4.968;5228.1;no
14712;27;admin.;single;professional.course;no;no;no;cellular;jul;tue;5;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1;yes
28979;19;student;single;unknown;no;yes;no;cellular;apr;fri;3;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;yes
21442;49;services;single;professional.course;no;yes;no;cellular;aug;tue;3;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no
34399;37;blue-collar;married;basic.4y;no;no;no;cellular;may;thu;1;999;0;nonexistent;-1.8;92.893;-46.2;1.266;5099.1;yes
16358;31;blue-collar;married;basic.6y;no;no;no;cellular;jul;wed;2;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1;no
27103;35;admin.;single;university.degree;no;yes;yes;cellular;nov;fri;1;999;0;nonexistent;-0.1;93.2;-42;4.021;5195.8;yes
11824;51;management;married;university.degree;no;yes;no;telephone;jun;fri;3;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no
31829;34;services;single;high.school;no;no;no;cellular;may;thu;2;999;0;nonexistent;-1.8;92.893;-46.2;1.327;5099.1;yes
36663;32;admin.;single;university.degree;no;no;no;cellular;jun;fri;1;999;0;nonexistent;-2.9;92.963;-40.8;1.268;5076.2;yes
30454;26;services;single;high.school;no;yes;no;cellular;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.354;5099.1;yes
38710;61;management;married;university.degree;no;yes;no;cellular;nov;tue;1;3;2;success;-3.4;92.649;-30.1;0.715;5017.5;yes
38222;63;retired;married;high.school;no;no;no;cellular;oct;wed;1;999;0;nonexistent;-3.4;92.431;-26.9;0.74;5017.5;no
38898;26;admin.;single;university.degree;no;yes;no;cellular;nov;tue;3;7;1;success;-3.4;92.649;-30.1;0.715;5017.5;yes
28337;58;retired;married;university.degree;no;unknown;unknown;cellular;apr;wed;1;999;0;nonexistent;-1.8;93.075;-47.1;1.445;5099.1;yes
17253;28;services;single;high.school;no;yes;no;cellular;jul;fri;1;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
7123;47;services;divorced;high.school;no;yes;no;telephone;may;thu;1;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191;no
38499;22;student;single;basic.6y;no;yes;no;cellular;oct;tue;1;999;0;nonexistent;-3.4;92.431;-26.9;0.728;5017.5;no
1706;39;management;single;university.degree;no;no;no;telephone;may;fri;1;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191;no
34648;31;technician;single;basic.9y;no;yes;no;cellular;may;thu;1;11;1;success;-1.8;92.893;-46.2;1.266;5099.1;yes
23256;48;blue-collar;married;high.school;no;yes;no;cellular;aug;wed;6;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
39642;61;management;married;university.degree;no;no;no;cellular;may;wed;2;999;1;failure;-1.8;93.876;-40;0.682;5008.7;yes
39996;30;technician;single;university.degree;no;yes;no;telephone;jun;wed;1;999;2;failure;-1.7;94.055;-39.8;0.767;4991.6;yes
39835;28;services;married;high.school;no;no;yes;cellular;jun;wed;2;6;2;success;-1.7;94.055;-39.8;0.715;4991.6;yes
12000;58;services;married;basic.4y;no;no;no;telephone;jun;thu;2;999;0;nonexistent;1.4;94.465;-41.8;4.955;5228.1;no
39444;80;housemaid;married;basic.4y;no;yes;yes;cellular;apr;tue;1;12;1;success;-1.8;93.749;-34.6;0.644;5008.7;yes
3123;32;housemaid;married;basic.4y;no;no;no;telephone;may;thu;1;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191;no
36567;26;admin.;single;university.degree;no;yes;no;cellular;jun;wed;1;999;0;nonexistent;-2.9;92.963;-40.8;1.26;5076.2;no
37789;51;admin.;divorced;high.school;no;yes;no;cellular;aug;tue;1;6;1;success;-2.9;92.201;-31.4;0.838;5076.2;yes
23348;53;blue-collar;married;unknown;no;yes;no;cellular;aug;wed;3;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
29087;35;admin.;single;university.degree;no;yes;no;cellular;apr;fri;2;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;yes
9968;45;blue-collar;married;basic.4y;no;no;no;telephone;jun;wed;9;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no
9246;39;blue-collar;married;basic.9y;unknown;no;no;telephone;jun;fri;3;999;0;nonexistent;1.4;94.465;-41.8;4.967;5228.1;no
23034;47;self-employed;married;university.degree;no;no;no;cellular;aug;tue;4;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
1725;51;blue-collar;married;basic.9y;no;no;yes;telephone;may;fri;1;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191;yes
39424;54;admin.;married;high.school;no;yes;no;cellular;apr;mon;2;999;0;nonexistent;-1.8;93.749;-34.6;0.642;5008.7;yes
39866;31;technician;married;professional.course;no;yes;no;cellular;jun;tue;2;3;1;success;-1.7;94.055;-39.8;0.723;4991.6;yes
325;40;housemaid;single;professional.course;no;no;no;telephone;may;mon;4;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
9553;34;admin.;married;high.school;no;no;no;telephone;jun;mon;1;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
20187;52;blue-collar;married;basic.4y;no;yes;no;cellular;aug;mon;2;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;yes
31601;29;services;married;high.school;unknown;yes;no;cellular;may;thu;1;999;0;nonexistent;-1.8;92.893;-46.2;1.327;5099.1;no
40428;64;unknown;married;unknown;no;yes;no;telephone;aug;fri;4;999;0;nonexistent;-1.7;94.027;-38.3;0.905;4991.6;yes
33491;39;admin.;married;university.degree;no;no;no;cellular;may;tue;3;999;0;nonexistent;-1.8;92.893;-46.2;1.291;5099.1;yes
25745;30;blue-collar;married;professional.course;no;no;no;cellular;nov;wed;1;999;1;failure;-0.1;93.2;-42;4.12;5195.8;no
37403;74;retired;married;university.degree;no;yes;no;cellular;aug;wed;2;999;1;failure;-2.9;92.201;-31.4;0.879;5076.2;yes
7559;32;admin.;single;university.degree;unknown;no;no;telephone;may;fri;3;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191;no
37027;26;services;single;high.school;no;no;no;cellular;jul;tue;2;999;0;nonexistent;-2.9;92.469;-33.6;1.044;5076.2;yes
40196;72;retired;married;basic.4y;no;yes;no;cellular;jul;mon;1;999;0;nonexistent;-1.7;94.215;-40.3;0.87;4991.6;yes
39983;38;entrepreneur;married;basic.6y;no;no;no;cellular;jun;tue;1;2;3;success;-1.7;94.055;-39.8;0.761;4991.6;yes
34008;33;admin.;married;university.degree;no;yes;yes;cellular;may;wed;1;999;1;failure;-1.8;92.893;-46.2;1.281;5099.1;no
39806;34;admin.;married;high.school;no;yes;no;cellular;jun;wed;1;6;2;success;-1.7;94.055;-39.8;0.704;4991.6;yes
35267;49;entrepreneur;divorced;basic.9y;no;yes;no;cellular;may;fri;2;999;0;nonexistent;-1.8;92.893;-46.2;1.25;5099.1;no
32324;56;blue-collar;married;basic.9y;unknown;yes;no;cellular;may;fri;1;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
40118;32;services;married;basic.6y;no;yes;yes;telephone;jul;tue;1;999;0;nonexistent;-1.7;94.215;-40.3;0.835;4991.6;no
39639;77;retired;married;university.degree;no;yes;no;cellular;may;wed;1;6;4;success;-1.8;93.876;-40;0.682;5008.7;yes
33163;35;blue-collar;married;high.school;no;yes;no;cellular;may;tue;1;999;0;nonexistent;-1.8;92.893;-46.2;1.291;5099.1;no
15243;50;blue-collar;married;unknown;unknown;yes;no;cellular;jul;thu;2;999;0;nonexistent;1.4;93.918;-42.7;4.958;5228.1;no
480;37;technician;single;high.school;unknown;no;yes;telephone;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
40921;71;retired;married;professional.course;no;yes;no;cellular;oct;mon;2;999;0;nonexistent;-1.1;94.601;-49.5;0.977;4963.6;no
24094;47;student;single;unknown;no;unknown;unknown;telephone;nov;mon;1;999;0;nonexistent;-0.1;93.2;-42;4.406;5195.8;yes
2228;37;technician;married;basic.9y;unknown;yes;no;telephone;may;mon;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
15198;40;housemaid;divorced;high.school;unknown;no;yes;telephone;jul;thu;2;999;0;nonexistent;1.4;93.918;-42.7;4.958;5228.1;no
8438;30;admin.;married;high.school;no;yes;no;telephone;jun;tue;10;999;0;nonexistent;1.4;94.465;-41.8;4.864;5228.1;no
5641;36;blue-collar;married;basic.9y;unknown;yes;no;telephone;may;mon;4;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
36804;35;entrepreneur;divorced;university.degree;no;yes;no;telephone;jun;mon;6;999;0;nonexistent;-2.9;92.963;-40.8;1.26;5076.2;yes
40246;26;admin.;single;university.degree;no;no;no;cellular;jul;fri;1;9;3;failure;-1.7;94.215;-40.3;0.885;4991.6;yes
